AreaName,Date,NewCasesBySpecimenDate,NewCasesRatePer100k,NewCasesRollingSum,year,month,day
Leicester,2023-05-15,8,10.2,36,2023,5,15
Leicester,2023-05-09,3,11,39,2023,5,9
Leicester,2023-05-07,8,12.4,44,2023,5,7
Leicester,2023-05-06,5,11,39,2023,5,6
Leicester,2023-05-04,5,12.7,45,2023,5,4
Leicester,2023-05-01,7,12.1,43,2023,5,1
Leicester,2023-04-28,8,12.4,44,2023,4,28
Leicester,2023-04-23,8,11.6,41,2023,4,23
Leicester,2023-04-19,10,12.7,45,2023,4,19
Leicester,2023-04-18,5,11.6,41,2023,4,18
Leicester,2023-04-17,4,13.3,47,2023,4,17
Leicester,2023-04-16,5,17.5,62,2023,4,16
Leicester,2023-04-14,4,16.9,60,2023,4,14
Leicester,2023-04-12,6,18.4,65,2023,4,12
Leicester,2023-04-08,4,15.5,55,2023,4,8
Leicester,2023-04-07,5,15.8,56,2023,4,7
Leicester,2023-04-06,13,18.1,64,2023,4,6
Leicester,2023-04-04,10,17.2,61,2023,4,4
Leicester,2023-03-30,11,27.4,97,2023,3,30
Leicester,2023-03-26,18,28,99,2023,3,26
Leicester,2023-03-25,12,25.7,91,2023,3,25
Leicester,2023-03-24,10,25.4,90,2023,3,24
Leicester,2023-03-22,10,27.1,96,2023,3,22
Leicester,2023-03-21,18,29.7,105,2023,3,21
Leicester,2023-03-19,10,26.8,95,2023,3,19
Leicester,2023-03-18,11,28.8,102,2023,3,18
Leicester,2023-03-17,15,28,99,2023,3,17
Leicester,2023-03-13,12,28.8,102,2023,3,13
Leicester,2023-03-10,16,26,92,2023,3,10
Leicester,2023-03-09,9,24,85,2023,3,9
Leicester,2023-03-08,20,23.2,82,2023,3,8
Leicester,2023-03-07,20,19.2,68,2023,3,7
Leicester,2023-03-06,8,18.9,67,2023,3,6
Leicester,2023-03-04,7,18.1,64,2023,3,4
Leicester,2023-03-03,9,19.2,68,2023,3,3
Leicester,2023-03-01,6,22.6,80,2023,3,1
Leicester,2023-02-26,8,20.3,72,2023,2,26
Leicester,2023-02-25,11,20.1,71,2023,2,25
Leicester,2023-02-24,11,20.3,72,2023,2,24
Leicester,2023-02-20,6,24.9,88,2023,2,20
Leicester,2023-02-19,7,27.7,98,2023,2,19
Leicester,2023-02-18,12,27.1,96,2023,2,18
Leicester,2023-02-17,8,25.1,89,2023,2,17
Leicester,2023-02-15,13,22,78,2023,2,15
Leicester,2023-02-13,16,22.3,79,2023,2,13
Leicester,2023-02-05,8,20.6,73,2023,2,5
Leicester,2023-01-31,15,22.3,79,2023,1,31
Leicester,2023-01-18,10,18.4,65,2023,1,18
Leicester,2023-01-15,8,20.6,73,2023,1,15
Leicester,2023-01-12,9,24.6,87,2023,1,12
Leicester,2023-01-09,16,39,138,2023,1,9
Leicester,2023-01-08,21,40.7,144,2023,1,8
Leicester,2023-01-07,11,39,138,2023,1,7
Leicester,2023-01-06,11,41,145,2023,1,6
Leicester,2023-01-03,34,52.3,185,2023,1,3
Leicester,2022-12-30,37,49.1,174,2022,12,30
Leicester,2022-12-29,30,49.4,175,2022,12,29
Leicester,2022-12-27,26,53.4,189,2022,12,27
Leicester,2022-12-23,38,70,248,2022,12,23
Leicester,2022-12-19,35,56.5,200,2022,12,19
Leicester,2022-12-08,23,53.1,188,2022,12,8
Leicester,2022-12-05,35,43.8,155,2022,12,5
Leicester,2022-11-27,20,47.5,168,2022,11,27
Leicester,2022-11-22,28,37,131,2022,11,22
Leicester,2022-11-20,16,36.7,130,2022,11,20
Leicester,2022-11-19,13,39,138,2022,11,19
Leicester,2022-11-14,29,41.5,147,2022,11,14
Leicester,2022-11-13,24,42.4,150,2022,11,13
Leicester,2022-11-12,15,40.1,142,2022,11,12
Leicester,2022-11-09,23,42.1,149,2022,11,9
Leicester,2022-10-30,14,51.1,181,2022,10,30
Leicester,2022-10-29,27,52.3,185,2022,10,29
Leicester,2022-10-24,36,59,209,2022,10,24
Leicester,2022-10-21,20,72.6,257,2022,10,21
Leicester,2022-10-20,39,78.2,277,2022,10,20
Leicester,2022-10-18,46,88.4,313,2022,10,18
Leicester,2022-10-15,32,85.9,304,2022,10,15
Leicester,2022-10-14,40,81.6,289,2022,10,14
Leicester,2022-10-10,40,68.4,242,2022,10,10
Leicester,2022-10-09,44,67.8,240,2022,10,9
Leicester,2022-10-08,17,61.9,219,2022,10,8
Leicester,2022-10-06,36,63.3,224,2022,10,6
Leicester,2022-10-05,47,59.9,212,2022,10,5
Leicester,2022-09-29,24,48.9,173,2022,9,29
Leicester,2022-09-27,18,52.8,187,2022,9,27
Leicester,2022-09-26,34,54.5,193,2022,9,26
Leicester,2022-09-25,21,51.1,181,2022,9,25
Leicester,2022-09-24,22,49.4,175,2022,9,24
Leicester,2022-09-15,15,30.2,107,2022,9,15
Leicester,2022-09-11,9,27.7,98,2022,9,11
Leicester,2022-09-10,10,31.1,110,2022,9,10
Leicester,2022-09-09,14,32.8,116,2022,9,9
Leicester,2022-09-06,16,35.3,125,2022,9,6
Leicester,2022-09-02,15,33.9,120,2022,9,2
Leicester,2022-08-29,21,25.1,89,2022,8,29
Leicester,2022-08-28,7,24,85,2022,8,28
Leicester,2022-08-27,11,27.7,98,2022,8,27
Leicester,2022-08-19,15,42.1,149,2022,8,19
Leicester,2022-08-09,29,63.6,225,2022,8,9
Leicester,2022-08-08,46,68.1,241,2022,8,8
Leicester,2022-08-07,26,67.2,238,2022,8,7
Leicester,2022-08-06,23,71.2,252,2022,8,6
Leicester,2022-08-04,38,77.4,274,2022,8,4
Leicester,2022-08-01,43,81.3,288,2022,8,1
Leicester,2022-07-31,40,84.2,298,2022,7,31
Leicester,2022-07-21,72,145.5,515,2022,7,21
Leicester,2022-07-18,73,168.9,598,2022,7,18
Leicester,2022-07-16,57,187,662,2022,7,16
Leicester,2022-07-15,99,192.9,683,2022,7,15
Leicester,2022-07-08,82,204.8,725,2022,7,8
Leicester,2022-07-07,113,204.5,724,2022,7,7
Leicester,2022-07-06,117,197.2,698,2022,7,6
Leicester,2022-07-04,114,178.8,633,2022,7,4
Leicester,2022-07-02,79,173.1,613,2022,7,2
Leicester,2022-07-01,81,165.5,586,2022,7,1
Leicester,2022-06-29,94,157.6,558,2022,6,29
Leicester,2022-06-17,43,102.5,363,2022,6,17
Leicester,2022-06-13,52,89.8,318,2022,6,13
Leicester,2022-06-10,55,90.7,321,2022,6,10
Leicester,2022-06-08,44,76.5,271,2022,6,8
Leicester,2022-06-07,36,68.1,241,2022,6,7
Leicester,2022-06-02,32,46.3,164,2022,6,2
Leicester,2022-06-01,14,41.5,147,2022,6,1
Leicester,2022-05-27,22,39.8,141,2022,5,27
Leicester,2022-05-26,15,37.8,134,2022,5,26
Leicester,2022-05-21,13,53.9,191,2022,5,21
Leicester,2022-05-19,27,60.4,214,2022,5,19
Leicester,2022-05-17,41,63,223,2022,5,17
Leicester,2022-05-15,33,62.7,222,2022,5,15
Leicester,2022-05-14,20,65.5,232,2022,5,14
Leicester,2022-05-12,29,65.2,231,2022,5,12
Leicester,2022-05-11,32,68.1,241,2022,5,11
Leicester,2022-05-07,20,75.4,267,2022,5,7
Leicester,2022-05-06,30,77.7,275,2022,5,6
Leicester,2022-05-02,46,76.8,272,2022,5,2
Leicester,2022-05-01,32,81.3,288,2022,5,1
Leicester,2022-04-29,27,89.5,317,2022,4,29
Leicester,2022-04-27,54,103.1,365,2022,4,27
Leicester,2022-04-24,44,121.2,429,2022,4,24
Leicester,2022-04-23,45,121.5,430,2022,4,23
Leicester,2022-04-22,42,127.1,450,2022,4,22
Leicester,2022-04-21,64,136.4,483,2022,4,21
Leicester,2022-04-15,75,193.5,685,2022,4,15
Leicester,2022-04-14,89,197.7,700,2022,4,14
Leicester,2022-04-13,101,201.7,714,2022,4,13
Leicester,2022-04-12,107,209.6,742,2022,4,12
Leicester,2022-04-09,104,259.6,919,2022,4,9
Leicester,2022-04-07,103,279.9,991,2022,4,7
Leicester,2022-04-06,129,288.1,1020,2022,4,6
Leicester,2022-04-05,163,321.4,1138,2022,4,5
Leicester,2022-04-03,150,378.2,1339,2022,4,3
Leicester,2022-03-31,132,418,1480,2022,3,31
Leicester,2022-03-30,247,441.5,1563,2022,3,30
Leicester,2022-03-29,241,447.4,1584,2022,3,29
Leicester,2022-03-27,200,460.1,1629,2022,3,27
Leicester,2022-03-23,268,446.8,1582,2022,3,23
Leicester,2022-03-12,145,312.4,1106,2022,3,12
Leicester,2022-03-08,174,262.7,930,2022,3,8
Leicester,2022-03-07,169,253.1,896,2022,3,7
Leicester,2022-03-03,125,200,708,2022,3,3
Leicester,2022-03-02,128,187.6,664,2022,3,2
Leicester,2022-03-01,140,181.3,642,2022,3,1
Leicester,2022-02-28,119,169.8,601,2022,2,28
Leicester,2022-02-25,64,200.8,711,2022,2,25
Leicester,2022-02-22,99,232.2,822,2022,2,22
Leicester,2022-02-19,98,239.8,849,2022,2,19
Leicester,2022-02-17,106,238.7,845,2022,2,17
Leicester,2022-02-12,91,339.5,1202,2022,2,12
Leicester,2022-02-11,122,361.5,1280,2022,2,11
Leicester,2022-02-10,148,387.5,1372,2022,2,10
Leicester,2022-02-08,213,471.7,1670,2022,2,8
Leicester,2022-02-07,252,526.5,1864,2022,2,7
Leicester,2022-02-05,169,648,2294,2022,2,5
Leicester,2022-02-01,407,844.5,2990,2022,2,1
Leicester,2022-01-30,371,955.3,3382,2022,1,30
Leicester,2022-01-28,392,1018.5,3606,2022,1,28
Leicester,2022-01-20,615,1293.4,4579,2022,1,20
Leicester,2022-01-19,712,1289.7,4566,2022,1,19
Leicester,2022-01-06,1210,2365.9,8376,2022,1,6
Leicester,2022-01-03,1348,2252,7973,2022,1,3
Leicester,2021-12-30,1331,1841.1,6518,2021,12,30
Leicester,2021-12-27,907,1384,4900,2021,12,27
Leicester,2021-12-25,390,1229.5,4353,2021,12,25
Leicester,2021-12-22,816,1053.3,3729,2021,12,22
Leicester,2021-12-21,712,946.5,3351,2021,12,21
Leicester,2021-12-20,569,853.3,3021,2021,12,20
Leicester,2021-12-19,374,785.2,2780,2021,12,19
Leicester,2021-12-18,358,734.4,2600,2021,12,18
Leicester,2021-12-16,478,627.9,2223,2021,12,16
Leicester,2021-12-13,328,445.2,1576,2021,12,13
Leicester,2021-12-10,192,413.8,1465,2021,12,10
Leicester,2021-12-09,205,404.2,1431,2021,12,9
Leicester,2021-12-08,218,408.2,1445,2021,12,8
Leicester,2021-12-05,185,408.7,1447,2021,12,5
Leicester,2021-12-04,177,394.3,1396,2021,12,4
Leicester,2021-11-30,247,359.6,1273,2021,11,30
Leicester,2021-11-29,220,349.1,1236,2021,11,29
Leicester,2021-11-27,155,363.8,1288,2021,11,27
Leicester,2021-11-21,167,401.7,1422,2021,11,21
Leicester,2021-11-18,176,399.4,1414,2021,11,18
Leicester,2021-11-17,216,404.2,1431,2021,11,17
Leicester,2021-11-16,242,412.4,1460,2021,11,16
Leicester,2021-11-15,268,405.6,1436,2021,11,15
Leicester,2021-11-09,218,359.9,1274,2021,11,9
Leicester,2021-11-08,249,347.4,1230,2021,11,8
Leicester,2021-11-07,171,330.5,1170,2021,11,7
Leicester,2021-10-28,184,423.4,1499,2021,10,28
Leicester,2021-10-24,184,393.2,1392,2021,10,24
Leicester,2021-10-22,218,357,1264,2021,10,22
Leicester,2021-10-20,215,325.1,1151,2021,10,20
Leicester,2021-10-18,188,305.6,1082,2021,10,18
Leicester,2021-10-17,126,309.3,1095,2021,10,17
Leicester,2021-10-09,132,303.6,1075,2021,10,9
Leicester,2021-09-27,208,334.7,1185,2021,9,27
Leicester,2021-09-26,121,343.5,1216,2021,9,26
Leicester,2021-09-19,160,381,1349,2021,9,19
Leicester,2021-09-18,153,385.6,1365,2021,9,18
Leicester,2021-09-17,166,385.6,1365,2021,9,17
Leicester,2021-09-15,184,397.7,1408,2021,9,15
Leicester,2021-09-14,207,415.2,1470,2021,9,14
Leicester,2021-09-13,267,427.1,1512,2021,9,13
Leicester,2021-09-12,176,438.7,1553,2021,9,12
Leicester,2021-09-09,229,440.4,1559,2021,9,9
Leicester,2021-09-08,246,434.7,1539,2021,9,8
Leicester,2021-09-04,193,391.5,1386,2021,9,4
Leicester,2021-09-02,209,386.1,1367,2021,9,2
Leicester,2021-08-29,139,416.9,1476,2021,8,29
Leicester,2021-08-27,215,435.5,1542,2021,8,27
Leicester,2021-08-24,259,441.8,1564,2021,8,24
Leicester,2021-08-18,271,441.8,1564,2021,8,18
Leicester,2021-08-09,246,416.6,1475,2021,8,9
Leicester,2021-08-06,202,389.8,1380,2021,8,6
Leicester,2021-08-04,244,381.9,1352,2021,8,4
Leicester,2021-08-02,212,354.5,1255,2021,8,2
Leicester,2021-07-31,121,359.3,1272,2021,7,31
Leicester,2021-07-27,180,329.1,1165,2021,7,27
Leicester,2021-07-26,221,329.1,1165,2021,7,26
Leicester,2021-07-23,140,377.1,1335,2021,7,23
Leicester,2021-07-21,174,437,1547,2021,7,21
Leicester,2021-07-16,263,381.3,1350,2021,7,16
Leicester,2021-07-14,225,308.7,1093,2021,7,14
Leicester,2021-07-13,192,288.1,1020,2021,7,13
Leicester,2021-07-07,152,254.5,901,2021,7,7
Leicester,2021-07-06,167,244.6,866,2021,7,6
Leicester,2021-07-05,152,227.9,807,2021,7,5
Leicester,2021-06-27,63,146.6,519,2021,6,27
Leicester,2021-06-23,84,136.7,484,2021,6,23
Leicester,2021-06-21,67,126.8,449,2021,6,21
Leicester,2021-06-16,62,119.5,423,2021,6,16
Leicester,2021-06-13,44,130.8,463,2021,6,13
Leicester,2021-06-07,98,126.5,448,2021,6,7
Leicester,2021-06-03,73,96,340,2021,6,3
Leicester,2021-06-02,52,91,322,2021,6,2
Leicester,2021-05-27,55,83.9,297,2021,5,27
Leicester,2021-05-26,61,78.5,278,2021,5,26
Leicester,2021-05-25,42,73.7,261,2021,5,25
Leicester,2021-05-20,36,61.6,218,2021,5,20
Leicester,2021-05-19,44,59.9,212,2021,5,19
Leicester,2021-05-18,26,51.1,181,2021,5,18
Leicester,2021-05-10,42,48.9,173,2021,5,10
Leicester,2021-05-07,19,39.3,139,2021,5,7
Leicester,2021-05-06,24,37,131,2021,5,6
Leicester,2021-05-05,26,36.2,128,2021,5,5
Leicester,2021-05-02,10,39,138,2021,5,2
Leicester,2021-04-26,29,57.3,203,2021,4,26
Leicester,2021-04-22,38,63,223,2021,4,22
Leicester,2021-04-18,28,68.4,242,2021,4,18
Leicester,2021-04-12,48,85.6,303,2021,4,12
Leicester,2021-04-11,43,81.9,290,2021,4,11
Leicester,2021-04-09,52,86.4,306,2021,4,9
Leicester,2021-04-08,37,83.9,297,2021,4,8
Leicester,2021-04-07,36,86.1,305,2021,4,7
Leicester,2021-04-01,45,94.1,333,2021,4,1
Leicester,2021-03-29,42,108.5,384,2021,3,29
Leicester,2021-03-25,60,116.4,412,2021,3,25
Leicester,2021-03-24,81,117.5,416,2021,3,24
Leicester,2021-03-17,52,111,393,2021,3,17
Leicester,2021-03-11,70,127.1,450,2021,3,11
Leicester,2021-03-06,43,139,492,2021,3,6
Leicester,2021-03-03,69,161.3,571,2021,3,3
Leicester,2021-03-01,90,183.3,649,2021,3,1
Leicester,2021-02-22,152,253.4,897,2021,2,22
Leicester,2021-02-19,137,269.2,953,2021,2,19
Leicester,2021-02-18,146,268.3,950,2021,2,18
Leicester,2021-02-17,133,270.6,958,2021,2,17
Leicester,2021-02-15,179,272.3,964,2021,2,15
Leicester,2021-02-11,154,266.6,944,2021,2,11
Leicester,2021-02-04,162,340.4,1205,2021,2,4
Leicester,2021-02-03,180,355,1257,2021,2,3
Leicester,2021-01-29,191,381.6,1351,2021,1,29
Leicester,2021-01-25,175,472.3,1672,2021,1,25
Leicester,2021-01-24,110,517.7,1833,2021,1,24
Leicester,2021-01-21,275,590.6,2091,2021,1,21
Leicester,2021-01-20,305,597.4,2115,2021,1,20
Leicester,2021-01-19,378,588.1,2082,2021,1,19
Leicester,2021-01-17,275,586.7,2077,2021,1,17
Leicester,2021-01-16,223,562.9,1993,2021,1,16
Leicester,2021-01-15,299,561.8,1989,2021,1,15
Leicester,2021-01-08,265,616.9,2184,2021,1,8
Leicester,2021-01-06,343,579.6,2052,2021,1,6
Leicester,2021-01-04,359,571.7,2024,2021,1,4
Leicester,2021-01-02,308,505,1788,2021,1,2
Leicester,2021-01-01,157,463.5,1641,2021,1,1
Leicester,2020-12-29,350,381.3,1350,2020,12,29
Leicester,2020-12-27,216,330.5,1170,2020,12,27
Leicester,2020-12-26,161,308.7,1093,2020,12,26
Leicester,2020-12-24,127,315.8,1118,2020,12,24
Leicester,2020-12-22,148,320.6,1135,2020,12,22
Leicester,2020-12-17,165,300.5,1064,2020,12,17
Leicester,2020-12-14,210,269.5,954,2020,12,14
Leicester,2020-12-11,124,259.3,918,2020,12,11
Leicester,2020-12-01,154,268.3,950,2020,12,1
Leicester,2020-11-29,79,281,995,2020,11,29
Leicester,2020-11-28,116,295.2,1045,2020,11,28
Leicester,2020-11-27,117,303.6,1075,2020,11,27
Leicester,2020-11-25,166,325.7,1153,2020,11,25
Leicester,2020-11-24,164,346.3,1226,2020,11,24
Leicester,2020-11-15,189,521.7,1847,2020,11,15
Leicester,2020-11-13,237,540.3,1913,2020,11,13
Leicester,2020-11-09,347,490.9,1738,2020,11,9
Leicester,2020-11-08,229,481.9,1706,2020,11,8
Leicester,2020-11-03,268,423.1,1498,2020,11,3
Leicester,2020-11-02,315,403.1,1427,2020,11,2
Leicester,2020-11-01,113,371.7,1316,2020,11,1
Leicester,2020-10-25,151,361.5,1280,2020,10,25
Leicester,2020-10-24,161,348,1232,2020,10,24
Leicester,2020-10-23,198,327.7,1160,2020,10,23
Leicester,2020-10-20,187,283.6,1004,2020,10,20
Leicester,2020-10-10,78,207.9,736,2020,10,10
Leicester,2020-10-08,151,203.7,721,2020,10,8
Leicester,2020-10-05,88,165.8,587,2020,10,5
Leicester,2020-10-03,64,144.6,512,2020,10,3
Leicester,2020-09-28,48,105.4,373,2020,9,28
Leicester,2020-09-27,37,111,393,2020,9,27
Leicester,2020-09-22,68,126.3,447,2020,9,22
Leicester,2020-09-20,35,118.9,421,2020,9,20
Leicester,2020-09-19,78,117.5,416,2020,9,19
Leicester,2020-09-16,55,92.1,326,2020,9,16
Leicester,2020-09-15,60,92.6,328,2020,9,15
Leicester,2020-09-14,50,91.5,324,2020,9,14
Leicester,2020-09-12,41,93.2,330,2020,9,12
Leicester,2020-09-06,26,62.1,220,2020,9,6
Leicester,2020-09-04,39,51.7,183,2020,9,4
Leicester,2020-08-31,15,24.9,88,2020,8,31
Leicester,2020-08-26,12,29.9,106,2020,8,26
Leicester,2020-08-16,11,52,184,2020,8,16
Leicester,2020-08-15,17,54.5,193,2020,8,15
Leicester,2020-08-13,34,63.3,224,2020,8,13
Leicester,2020-08-08,39,68.9,244,2020,8,8
Leicester,2020-08-05,48,59.3,210,2020,8,5
Leicester,2020-08-04,27,56.8,201,2020,8,4
Leicester,2020-08-01,29,59.3,210,2020,8,1
Leicester,2020-07-31,18,55.1,195,2020,7,31
Leicester,2020-07-30,42,58.5,207,2020,7,30
Leicester,2020-07-29,39,58.5,207,2020,7,29
Leicester,2020-07-27,45,63.6,225,2020,7,27
Leicester,2020-07-25,14,60.2,213,2020,7,25
Leicester,2020-07-24,30,66.1,234,2020,7,24
Leicester,2020-07-18,35,77.4,274,2020,7,18
Leicester,2020-07-14,39,98.9,350,2020,7,14
Leicester,2020-07-13,52,104.2,369,2020,7,13
Leicester,2020-07-12,26,112.4,398,2020,7,12
Leicester,2020-07-07,58,127.7,452,2020,7,7
Leicester,2020-07-04,40,115.8,410,2020,7,4
Leicester,2020-07-02,58,121.2,429,2020,7,2
Leicester,2020-06-26,71,157.9,559,2020,6,26
Leicester,2020-06-21,65,141.8,502,2020,6,21
Leicester,2020-06-16,72,130.5,462,2020,6,16
Leicester,2020-06-11,76,101.4,359,2020,6,11
Leicester,2020-06-07,47,78.8,279,2020,6,7
Leicester,2020-06-05,28,72.3,256,2020,6,5
Leicester,2020-06-04,38,71.5,253,2020,6,4
Leicester,2020-06-02,69,70.9,251,2020,6,2
Leicester,2020-06-01,44,58.2,206,2020,6,1
Leicester,2020-05-25,26,66.4,235,2020,5,25
Leicester,2020-05-24,21,68.4,242,2020,5,24
Leicester,2020-05-21,49,86.4,306,2020,5,21
Leicester,2020-05-15,44,64.7,229,2020,5,15
Leicester,2020-05-13,38,62.1,220,2020,5,13
Leicester,2020-05-12,40,66.9,237,2020,5,12
Leicester,2020-05-09,18,61.3,217,2020,5,9
Leicester,2020-05-07,30,54.2,192,2020,5,7
Leicester,2020-05-05,25,52.5,186,2020,5,5
Leicester,2020-05-04,37,54.5,193,2020,5,4
Leicester,2020-05-03,18,53.9,191,2020,5,3
Leicester,2020-05-02,11,50.8,180,2020,5,2
Leicester,2020-05-01,16,53.7,190,2020,5,1
Leicester,2020-04-30,42,59.6,211,2020,4,30
Leicester,2020-04-29,37,54.2,192,2020,4,29
Leicester,2020-04-28,32,52.3,185,2020,4,28
Leicester,2020-04-27,35,48.6,172,2020,4,27
Leicester,2020-04-25,21,52.3,185,2020,4,25
Leicester,2020-04-24,37,51.4,182,2020,4,24
Leicester,2020-04-21,19,36.4,129,2020,4,21
Leicester,2020-04-20,28,35,124,2020,4,20
Leicester,2020-04-19,27,29.9,106,2020,4,19
Leicester,2020-04-13,10,41.5,147,2020,4,13
Leicester,2020-04-07,25,47.7,169,2020,4,7
Leicester,2020-04-01,33,27.7,98,2020,4,1
Leicester,2020-03-30,5,17.8,63,2020,3,30
Leicester,2020-03-20,2,5.1,18,2020,3,20
England,2023-12-09,771,10.6,5975,2023,12,9
England,2023-12-05,933,8.9,5009,2023,12,5
England,2023-12-04,950,8.4,4758,2023,12,4
England,2023-12-02,519,7.6,4312,2023,12,2
England,2023-11-30,655,7.5,4224,2023,11,30
England,2023-11-28,682,7.1,4016,2023,11,28
England,2023-11-27,685,6.9,3924,2023,11,27
England,2023-11-22,612,7.2,4065,2023,11,22
England,2023-11-21,590,7.2,4082,2023,11,21
England,2023-11-15,629,6.7,3780,2023,11,15
England,2023-11-14,760,6.8,3844,2023,11,14
England,2023-11-13,739,6.9,3901,2023,11,13
England,2023-11-11,291,7.1,4032,2023,11,11
England,2023-11-10,275,7.7,4333,2023,11,10
England,2023-11-09,493,8.5,4792,2023,11,9
England,2023-11-01,865,11.2,6359,2023,11,1
England,2023-10-29,847,12.2,6876,2023,10,29
England,2023-10-28,737,12.4,7017,2023,10,28
England,2023-10-25,1021,13.6,7668,2023,10,25
England,2023-10-23,1175,14.7,8302,2023,10,23
England,2023-10-22,988,15.2,8572,2023,10,22
England,2023-10-21,868,15.6,8803,2023,10,21
England,2023-10-13,1467,22.8,12899,2023,10,13
England,2023-10-06,2116,29,16408,2023,10,6
England,2023-10-05,2254,29,16417,2023,10,5
England,2023-10-02,2645,29.6,16741,2023,10,2
England,2023-09-30,1928,28.8,16304,2023,9,30
England,2023-09-28,2318,27.4,15486,2023,9,28
England,2023-09-21,1825,21,11861,2023,9,21
England,2023-09-20,1893,20.5,11568,2023,9,20
England,2023-09-19,1950,19.8,11197,2023,9,19
England,2023-09-17,1605,19.1,10817,2023,9,17
England,2023-09-16,1318,19.1,10792,2023,9,16
England,2023-09-13,1522,19.8,11191,2023,9,13
England,2023-09-12,1675,20.4,11529,2023,9,12
England,2023-09-11,1824,20.8,11745,2023,9,11
England,2023-09-08,1548,21.1,11940,2023,9,8
England,2023-09-07,1708,21.1,11904,2023,9,7
England,2023-09-01,1512,15.3,8660,2023,9,1
England,2023-08-25,988,13,7352,2023,8,25
England,2023-08-21,1182,12.7,7193,2023,8,21
England,2023-08-20,963,12.6,7109,2023,8,20
England,2023-08-15,1092,12.3,6962,2023,8,15
England,2023-08-08,1088,10.6,6019,2023,8,8
England,2023-08-07,1021,10.2,5777,2023,8,7
England,2023-08-05,681,9.8,5528,2023,8,5
England,2023-08-01,846,8.8,4950,2023,8,1
England,2023-07-31,847,8.4,4751,2023,7,31
England,2023-07-29,629,7.6,4277,2023,7,29
England,2023-07-23,495,5.9,3324,2023,7,23
England,2023-07-21,444,5.6,3139,2023,7,21
England,2023-07-19,468,5.2,2955,2023,7,19
England,2023-07-18,517,5.1,2905,2023,7,18
England,2023-07-17,491,5,2838,2023,7,17
England,2023-07-15,338,5,2811,2023,7,15
England,2023-07-14,340,4.9,2781,2023,7,14
England,2023-07-10,457,4.4,2475,2023,7,10
England,2023-07-09,391,4.2,2364,2023,7,9
England,2023-07-08,308,4,2237,2023,7,8
England,2023-07-04,309,3.4,1915,2023,7,4
England,2023-07-03,346,3.4,1901,2023,7,3
England,2023-06-27,295,3.8,2169,2023,6,27
England,2023-06-24,259,4.3,2432,2023,6,24
England,2023-06-20,396,4.8,2688,2023,6,20
England,2023-06-13,509,6.6,3722,2023,6,13
England,2023-06-10,382,7.6,4289,2023,6,10
England,2023-06-09,469,7.7,4379,2023,6,9
England,2023-06-07,682,8.1,4584,2023,6,7
England,2023-06-03,472,8.2,4659,2023,6,3
England,2023-06-02,578,8.4,4754,2023,6,2
England,2023-05-23,1041,11.6,6580,2023,5,23
England,2023-05-22,1095,11.7,6608,2023,5,22
England,2023-05-19,881,12.1,6866,2023,5,19
England,2023-05-12,948,14.6,8229,2023,5,12
England,2023-05-10,1267,15.5,8762,2023,5,10
England,2023-05-07,1109,17.1,9674,2023,5,7
England,2023-05-06,934,17.3,9805,2023,5,6
England,2023-05-04,1479,18.1,10253,2023,5,4
England,2023-05-01,1651,18,10158,2023,5,1
England,2023-04-30,1240,18.1,10213,2023,4,30
England,2023-04-23,1432,19.5,11020,2023,4,23
England,2023-04-21,1343,20.3,11456,2023,4,21
England,2023-04-20,1488,20.6,11666,2023,4,20
England,2023-04-17,2059,22.8,12887,2023,4,17
England,2023-04-09,1643,24.1,13618,2023,4,9
England,2023-04-02,2249,36.9,20850,2023,4,2
England,2023-03-24,3744,50,28301,2023,3,24
England,2023-03-22,4323,50.7,28657,2023,3,22
England,2023-03-19,3683,52.3,29590,2023,3,19
England,2023-03-13,5289,50.8,28725,2023,3,13
England,2023-03-12,4026,49.5,28013,2023,3,12
England,2023-03-09,3961,46.8,26459,2023,3,9
England,2023-03-06,4577,44.9,25411,2023,3,6
England,2023-03-01,3973,43.2,24457,2023,3,1
England,2023-02-28,4148,43,24339,2023,2,28
England,2023-02-23,3475,46.6,26330,2023,2,23
England,2023-02-21,4326,47.6,26899,2023,2,21
England,2023-02-17,3780,45.8,25900,2023,2,17
England,2023-02-15,3894,42.8,24209,2023,2,15
England,2023-02-06,3621,36.5,20661,2023,2,6
England,2023-02-02,2956,33.7,19041,2023,2,2
England,2023-02-01,3214,32.6,18423,2023,2,1
England,2023-01-28,1802,27.4,15511,2023,1,28
England,2023-01-27,2270,26.7,15109,2023,1,27
England,2023-01-26,2338,25.7,14538,2023,1,26
England,2023-01-25,2422,24.8,14008,2023,1,25
England,2023-01-16,2307,25.8,14592,2023,1,16
England,2023-01-15,1673,27.4,15497,2023,1,15
England,2023-01-14,1327,28.9,16325,2023,1,14
England,2023-01-12,2204,33.5,18922,2023,1,12
England,2023-01-09,3212,46.8,26458,2023,1,9
England,2023-01-01,3338,66.8,37791,2023,1,1
England,2022-12-23,5225,77.9,44069,2022,12,23
England,2022-12-22,6241,78.5,44369,2022,12,22
England,2022-12-16,5525,66.1,37384,2022,12,16
England,2022-12-14,5962,60.5,34226,2022,12,14
England,2022-12-13,6483,58.2,32904,2022,12,13
England,2022-12-10,3286,51,28862,2022,12,10
England,2022-12-05,4850,43.9,24809,2022,12,5
England,2022-11-28,4237,39,22029,2022,11,28
